SITE_ID,LATITUDE,LONGITUDE,MAX_HEIGHT_M,SITE_NAME,STATUS
10035793,-34.98291,138.61918,8.5,"Mitcham SA SC1 Old Belair Road road reserve adjacent 1 Mackillop Court Torrens Park",MATCHED
10035794,-34.98243,138.62114,8.4,"MITCHAM SA SC2 Stobie pole within the vegetated Council road reserve west of 9 Old Belair Road Mitcham",MATCHED
10035795,-34.97783,138.62515,5.6,"MITCHAM SA SC3 Light pole in the road reserve adjacent 15 Taylors Road (cnr Maitland St) MITCHAM",MATCHED
10035796,-34.9776,138.6275,6.1,"MITCHAM SA SC4 Existing power pole 10793141 in the road reserve opposite 1 Carrick Hill Drive (adjacent Mercedes College tennis courts) SPRINGFIELD",MATCHED
9003524,-34.484709,150.423506,19.9,"Bowral District Hospital Mona Rd BOWRAL",MATCHED
10008616,-38.626059,145.738823,41.2,"Inverloch East 46 Inverloch-Bay Rd Inverloch",MATCHED
10010437,-38.63388,145.70093,36.0,"Inverloch 190 TOORAK ROAD  INVERLOCH",MATCHED
9010164,-38.135105,145.839185,56.1,"Optus Lattice Tower Settlement Road DROUIN",MATCHED
10009849,-28.8875,152.55932,30.0,"Tabulam SCAX 5650 Bruxner Hwy Tabulam",MATCHED
132557,-28.45072,149.5774,60.0,"Telstra Site Lalaguli Station S of Barwon Hwy adj South Western Railway LALAGULI",MATCHED
10022610,-18.33139,130.63416,18.0,"Telstra Site",MATCHED
571000,-15.950606,145.325749,31.7,"Telstra Site Lot 101 via Cape Tribulation Rd DEGARRA",MATCHED
10035803,-42.48179,147.57615,21.0,"20 m monopole",MATCHED
9007431,-22.741765,119.252666,33.0,"Telstra Site Bhp Access  Rd NEWMAN",MATCHED
9020879,-25.614626,148.924623,30.0,"Fairview North RT 2809 Fairview Rd BEILBA",MATCHED
10033591,-31.53364,115.655,31.3,"Sun City Country Club 144 St Andrews Drive Yanchep 6035",MATCHED
10035226,-27.77004,153.1075,31.3,"Logan Village North 73 Centenary Place LOGAN VILLAGE 4207",MATCHED
10034127,-35.193816,149.161853,16.3,"Road Reserve off Horse Park Drive HORSE PARK DR HARRISON",MATCHED
9026643,-36.141604,144.760252,32.0,"Optus Monopole 103 Ogilvie Avenue ECHUCA",MATCHED
134780,-36.878992,144.70762,16.8,"Optus Site Heathcote Northern Highway HEATHCOTE",MATCHED
10035821,-33.17293,119.35958,50.0,"East Newdegate Lot 3007 DP214432 Tarco Road off Tuck Road EAST NEWDEGATE",MATCHED
9021835,-27.527851,152.798446,31.0,"GWN Base Station 1.5 km N of Mount Crosby MT CROSBY",MATCHED
9011589,-36.123008,146.889928,31.0,"Optus Rooftop Site Wodonga Council Chambers 104 Hovell Street WODONGA",MATCHED
9013926,-33.664662,151.278203,17.9,"Pittwater Council timber pole 50m N of reservoir",MATCHED
304347,-38.195266,144.316215,34.1,"GPU Tower No 40 212 South Valley Road HIGHTON",MATCHED
7956,-30.219255,153.053358,50.0,"Telstra Tower Mount Coramba Orara East State Forest COFFS HARBOUR",MATCHED
6401,-31.727504,150.843984,61.0,"Telstra Site Mount Helen off New England Hwy MURRURUNDI",MATCHED
10000468,-33.23556,121.70207,58.6,"Telstra Site Off Grass Patch Road Grass Patch",MATCHED
10013471,-42.476989,147.710311,40.0,"Telstra Site 1045 Sand River Road Buckland",MATCHED
10035850,-27.58544,153.30832,5.5,"Telstra Street Cell",MATCHED
9027145,-27.900471,153.385877,28.6,"Steel Pole 22 Hansford Rd COOMBABAH QLD 4216",MATCHED
23874,-37.843947,140.784679,58.0,"WIN TV Studio 51 John Watson Drive MOUNT GAMBIER",MATCHED
10035871,-38.162473,146.262873,37.0,"Monopole 142 Moore Street MOE",MATCHED
9007537,-35.0781,147.400442,30.0,"Telstra Site East St BOMEN",MATCHED
10035888,-37.9125,145.1535,5.0,"IBC 32 Lexia Place MULGRAVE",MATCHED
10035889,-37.88081,144.98939,9.6,"Utility pole #9825091 within road verge Adjacent to 44 Scott Street ELWOOD",MATCHED
10035849,-34.08003,150.82762,35.0,"35 m monopole",MATCHED
14809,-26.649478,150.270678,40.0,"Telstra Site 8 km east of Miles via Warrego Hwy COLUMBOOLA",MATCHED
10035892,-26.66169,153.03902,27.1,"Optus - Diddillibah B8349 - 562 Maroochydore Rd Kunda Park",MATCHED
9007680,-32.6511,151.25653,37.0,"Telstra Site New England Hwy BELFORD",MATCHED
404976,-24.441143,148.416786,58.0,"Telstra Radio Terminal Mine Site via ROLLESTON",MATCHED
10035823,-20.43385,118.4997,20.0,"25 m lattice tower",MATCHED
10035851,-23.34393,119.71142,15.5,"BHP 15 m monopole",MATCHED
33909,-41.304156,146.77564,50.0,"Radio Terminal KELLYS LOOKOUT",MATCHED
18126,-23.0772,144.51384,101.7,"Telstra Radio Terminal PICKWICK",MATCHED
10000215,-32.98157,121.6444,37.9,"Telstra Site LOT 123 Coolgardie-Esperance Highway Salmon Gums",MATCHED
141560,-21.119971,119.109483,64.0,"Abydos Admin Village RBS Mast Approx 105km SSE of PORT HEDLAND",MATCHED
15212,-26.416692,146.35712,103.8,"Telstra Radio Terminal Warrego Hwy 11 km E of CHARLEVILLE",MATCHED
10035837,-21.930006,117.628292,8.5,"Telstra COW",MATCHED
19110,-20.521689,147.83334,34.0,"Ergon Energy Site 3.7 km NNW of Collinsville MT DEVLIN",MATCHED
10009731,-38.17432,146.29799,31.2,"Moe East Southwell Ave NEWBOROUGH",MATCHED
10035228,-35.37139,149.23217,15.2,"Karabar on Queenbar Rd 34 Queenbar Road KARABAR 2620",MATCHED
10034126,-27.85185,153.2816,36.3,"PEANBA PARK ROAD PEANBA PARK ROAD WILLOW VALE",MATCHED
501023,-34.748017,138.663956,28.7,"Vodafone Site Lyell McEwin Hospital Opposite 11 Trembath Rd ELIZABETH VALE",MATCHED
10035915,-38.058916,145.118496,7.0,"Optus SC Power Pole opposite 496-498 Nepean Highway CHELSEA",MATCHED
9001896,-37.237633,144.436851,12.0,"Telstra Site 22 Bourke St KYNETON",MATCHED
32113,-20.669291,116.741275,36.0,"Telstra Site Katrins Hill Near Airport DAMPIER",MATCHED
10035178,-36.600617,143.941476,8.5,"Telstra Exchange Roof",MATCHED
10006015,-24.13311,149.45662,31.8,"Telstra Rooftop Site 43 Munns Drive Woorabinda",MATCHED
9017843,-27.227802,150.867401,80.0,"QGC Ruby-Jo FCS (Motorola) Lot 3 Pl RP194939",MATCHED
10005300,-28.198584,153.187168,4.8,"Telstra Site 1069 Binna Burra Road Binna Burra Scenic Rim",MATCHED
10023683,-37.67818,145.0744,30.9,"Bundoora North MGW COW Bundoora RMIT 264 Plenty Rd MILL PARK",MATCHED
305294,-37.225548,144.74289,35.0,"Optus Lancefield-Tooborac Road LANCEFIELD",MATCHED
10035913,-38.33922,146.58402,30.8,"30 m Amplitel monopole",MATCHED
10035916,-21.149289,149.198789,8.6,"Telstra Street Cell",MATCHED
10035930,-38.066779,145.11997,7.0,"Optus SC2 Power Pole Behind 19 Ti Tree Avenue on Nepean Highway BONBEACH",MATCHED
10035925,-35.0037,138.51569,25.0,"27 m Amplitel monopole",MATCHED
14864,-25.37109,149.986788,91.0,"Telstra Gilbert Range Radio Terminal MT ROSE",MATCHED
10035825,-30.76393,121.51368,34.6,"30 m monopole",MATCHED
10034209,-33.81019,150.9716,48.1,"Rooftop",MATCHED
10031859,-33.906,151.17801,7.3,"Telstra Street Cell",MATCHED
10006098,-42.821242,147.241124,36.2,"VHA Monopole 12 McLean Court ROSETTA",MATCHED
10032868,-34.94192,138.59524,19.5,"67 Green Hill Road WAYVILLE  67 Green Hill Road WAYVILLE",MATCHED
134946,-38.060448,145.590359,37.2,"Optus Site Nar Nar Goon 85 Wilson Rd NAR NAR GOON",MATCHED
10035940,-37.22606,140.12397,40.0,"40 m Amplitel monopole",MATCHED
133442,-32.872023,149.990291,31.7,"Telstra CMTS Site Mt Cumbermelon via Kandos BALDY PEAK",MATCHED
17138,-23.729509,150.535625,45.0,"BA Site Mount Hopeful 1046 Mount Hopeful Rd BAJOOL",MATCHED
9145,-37.011124,149.889612,41.0,"Broadcast Australia Site Bimmil Hill  Bimmil Firetrail EDEN",MATCHED
19485,-19.343756,146.780343,38.0,"Comms 38m Tower  Telstra Site Mount Stuart  Mount Stuart Rd MURRAY",MATCHED
10005339,-26.415861,147.112953,19.5,"Telstra Site 30 Eurella Street Morven Murweh",MATCHED
10035960,-36.7337,146.32,21.4,"20 m seesaw pole",MATCHED
10035983,-37.796395,145.280228,18.0,"Temporary COW",MATCHED
10035959,-38.28408,146.49916,35.8,"35 m Amplitel monopole",MATCHED
9012202,-26.62582,151.706357,35.0,"Telstra RBS 225 Benair Rd (off Bunya Hway) BENAIR",MATCHED
12241,-27.469051,153.029907,3.5,"AMP Bldg 10 Eagle St BRISBANE",MATCHED
9018024,-21.179522,118.684533,64.0,"Telstra RBS Site Near Wodgina Mine MARBLE BAR",MATCHED
204624,-33.86781,151.198032,3.0,"City West Bldg Wharf 7 PYRMONT",MATCHED
10035992,-34.847746,138.70081,28.4,"30 m monopole",MATCHED
10035987,-35.06697,138.50593,26.3,"Hallet Cove Station The Cove Road HALLETT COVE",MATCHED
10033590,-35.08154,138.50305,26.3,"Hallett Cove Tennis Club 7 Shamrock Rd HALLETT COVE",MATCHED
10011028,-32.89413,151.72229,32.0,"Waratah North -O 2 Maud Street MAYFIELD WEST",MATCHED
10034934,-31.80725,115.862861,26.3,"Landsdale Central 127 The Broadview LANDSDALE",MATCHED
10036071,-33.83861,150.68505,37.0,"Orchard Hills North 2552-2558 The Northern Road ORCHARD HILLS",MATCHED
10036069,-34.90538,138.57508,6.2,"Bowden SC1 Existing stobie pole 10360138 in the Drayton Street road reserve opposite the rail line nearest Second Street BOWDEN",MATCHED
10036070,-34.9041,138.57713,5.6,"Bowden SC2 Existing stobie pole 10360117 in the Fifth Street road reserve adjacent 27 Drayton Street (Bowden Business Park) BOWDEN",MATCHED
305182,-38.084747,145.784198,39.1,"HV transmission tower Mount Road LONGWARRY NORTH",MATCHED
131114,-33.895251,151.15431,21.4,"Optus Site 71 to 79 Audley Street PETERSHAM",MATCHED
10036074,-33.73191,151.30134,13.6,"COLLAROY BEACH2 1058 Pittwater Road Collaroy",MATCHED
10036068,-32.814337,116.401593,12.0,"South32 P1071 LTE039 3.5Km West of Boddington MARRADONG",MATCHED
10018875,-33.815321,151.169035,4.0,"24-28 Burns Bay Road LANE COVE NSW 2066 Burns Bay Road LANE COVE",MATCHED
10007721,-37.77225,144.95829,4.0,"RMIT University - Brunswick Campus 25 Dawson St Brunswick",MATCHED
10004881,-33.926967,151.187273,4.0,"185-191 O'Riordan St MASCOT",MATCHED
10036052,-37.775341,144.963004,4.0,"Barkly Square 90-106 Sydney Rd BRUNSWICK",MATCHED
135254,-33.866543,151.202653,4.0,"Optus Site New KPMG IBC 10 Shelley St SYDNEY",MATCHED
10035971,-37.676711,145.071938,10.0,"264 Plenty Road Bundoora",MATCHED
10036053,-37.67697,145.07419,4.0,"Bundoora RMIT East Structure 253 265 Plenty Road MILL PARK",MATCHED
10032756,-37.7196,144.91091,40.0,"40 m monopole",MATCHED
9020133,-38.612831,146.489145,25.0,"Telstra Site Hedley Range Rd BINGINWARRI",MATCHED
9008425,-37.902075,145.493491,29.1,"Telstra RBS Site 48 Merritts Rd AVONSLEIGH",MATCHED
10036016,-32.123714,115.871303,30.8,"30 m Amplitel monopole",MATCHED
9002824,-34.57872,138.931036,16.1,"Telstra Barossa Valley Highway ROWLAND FLAT",MATCHED
14714,-27.178099,151.265467,50.0,"Water Tower behind 20 Roche St DALBY",MATCHED
10036014,-12.411952,132.958869,10.5,"9m seesaw pole",MATCHED
10036013,-13.290706,132.335401,21.4,"20 m Seesaw pole",MATCHED
10036015,-13.550353,132.276415,21.2,"20m seesaw pole",MATCHED
9017544,-35.300889,149.188972,22.6,"Optus Site Light Pole Brand Depot Carpark Airport Supercentre Service Road MAJURA PARK",MATCHED
10036055,-14.78008,143.50378,20.9,"20 m seesaw pole",MATCHED
10011175,-21.81067,147.97508,59.0,"Telstra Site 20 Plan 232958 Red Hill Rd Moranbah",MATCHED
10036082,-31.99239,115.87157,4.8,"Utility pole #S8455200 within road verge Adjacent to 11 Throssell St COMO",MATCHED
10036058,-22.25074,114.09781,25.0,"25 m Amplitel monopole",MATCHED
10036083,-31.99184,115.87649,4.8,"Utility pole #S8455173 within road verge Adjacent to 68 Monash Avenue COMO",MATCHED
10036084,-34.93081,138.62209,15.0,"Telstra COW",MATCHED
10036079,-37.791157,144.565888,5.0,"Telstra Temporary",MATCHED
11872,-36.515369,144.760799,34.0,"Telstra Site Towers A & B 18 km SSE of Rochester MT BURRAMBOOT",MATCHED
16078,-26.422969,152.854088,23.0,"Telstra Radio Terminal  BLACK MOUNTAIN",MATCHED
9894,-34.551392,146.610277,40.0,"Telstra Site SQUARE HEAD",MATCHED
10036078,-13.812528,136.67647,10.1,"10m monopole",MATCHED
9008249,-37.813228,144.963751,4.0,"Myer Bldg 247-303 Little Bourke St MELBOURNE",MATCHED
9014504,-38.380132,142.47308,29.8,"Warrnambool Base Hospital Plant Room Ryot Street WARRNAMBOOL",MATCHED
10029907,-37.80991,144.962586,8.0,"Optus IBC - Melbourne Central Station  La Trobe Street MELBOURNE",MATCHED
10017315,-23.75141,148.14023,78.0,"NBN Co Site",MATCHED
9028319,-34.902531,116.79022,40.0,"NBNCo Lot 203 Dingo Flat Road HAZELVALE",MATCHED
10036112,-27.13707,152.96182,32.1,"Optus- Burpengary Rail Gleeson Rd Burpengary",MATCHED
10002860,-36.71362,142.20084,87.0,"Horsham CBD 41m Lattice Tower 19 McLachlan Street HORSHAM",MATCHED
10030657,-32.342563,115.80673,4.7,"Utility pole #S1927747 within road verge Adjacent to Tranby Dr",MATCHED
10035122,-27.17713,152.95536,34.6,"14-16 Landau Court Landau Court Burpengary",MATCHED
10023207,-29.0453,115.3529,13.2,"Carabiner 13.5m antenna Mingenew ESPZ MINGENEW",MATCHED
10035012,-38.38457,144.915,29.7,"310 Jetty Road Jetty Road Rosebud",MATCHED
10035123,-33.7169,150.7759,34.7,"306 Palmyra Avenue Palmyra Avenue Shanes Park",MATCHED
36352,-30.946561,151.14556,48.7,"Telstra Radio Terminal Moonbi Trig MT BULLIMBALLA",MATCHED
10036109,-37.786403,147.525736,40.0,"40 m Amplitel monopole",MATCHED
10035566,-35.30564,149.09172,40.8,"Yarralumla Bentham Street 71 Bentham Street YARRALUMLA",MATCHED
10036118,-38.503254,145.231567,15.0,"Telstra COW",MATCHED
10036114,-36.13373,146.90048,35.8,"35 m Amplitel monopole",MATCHED
10036095,-20.32978,118.56386,16.0,"conveyor platform",MATCHED
10036087,-37.87938,145.04065,14.0,"Telstra COW",MATCHED
10036089,-34.90404,138.57831,5.3,"Bowden SC3 Existing stobie pole 10359887 (2nd from Gibson St) in the Sixth Street road reserve at the rear of 54 Gibson Street BOWDEN",MATCHED
10035765,-42.95459,147.86108,39.1,"MURDUNNA 94 Hawker Street Murdunna",MATCHED
10036090,-34.90306,138.58069,5.1,"Bowden SC4 Existing utility pole 10359844 adjacent 18 Ninth Street BOWDEN",MATCHED
10036091,-34.90084,138.57995,4.8,"Bowden SC5 Existing utility pole 10359782 at the T-junction of Drayton St and Eleventh St adjacent 49 Drayton St BOWDEN",MATCHED
10036093,-34.08506,151.15131,9.5,"BUNDEENA SC1 Existing light pole BA02213 in the road reserve adjacent 42 Brighton Street BUNDEENA",MATCHED
135168,-36.41055,148.419041,20.4,"Optus Site Perisher Prussian Flat Adjacent to Water Tank PERISHER VALLEY",MATCHED
9027144,-28.048962,153.426756,29.5,"Steel Pole 199 Sunshine Blvd MERMAID WATERS QLD 4218",MATCHED
500741,-30.959143,136.535328,62.7,"Telstra Site 35 km North of WOOMERA",MATCHED
153108,-11.616983,130.279158,20.5,"Broadcast Site  WURANKUWU",MATCHED
10036149,-18.24395,140.53047,10.1,"9 m seesaw",MATCHED
400916,-26.78621,151.944068,150.0,"Telstra PMTS Site Cooyar Rg Cnr Nanango Neumgna & Rocky Ck Rds via YARRAMAN",MATCHED
304431,-37.86449,145.080913,19.2,"Optus Site Uniting Church 5 Ashburton Grove ASHBURTON",MATCHED
134709,-27.624335,153.273082,40.9,"Optus Site Redland Bay Lot 11 German Church Rd REDLAND BAY",MATCHED
205862,-31.358463,152.775961,55.0,"Cairncross Waste Management Pacific Hwy TELEGRAPH POINT",MATCHED
9007892,-28.38086,151.31758,36.0,"Telstra Site Lot 16 Off Cunningham Hwy OMAN-AMA",MATCHED
9016737,-31.968808,115.968981,2.0,"Roy Hill Offices Perth Int Airport Cnr Whitham Rd and Hugh Edwards Dr KEWDALE",MATCHED
10036161,-27.65862,152.83628,36.8,"Optus B2657 Redbank Plains West Sunbird and Regents Dr Swanbank",MATCHED
10036162,-32.02102,115.93505,32.1,"Optus P1286 Cannington Central Greenfield and Cardon St Cannington",MATCHED
570333,-24.124478,133.087628,20.0,"Telstra Site WALLACE ROCKHOLE",MATCHED
601585,-33.343063,116.260921,139.0,"Telstra Site Power Station COLLIE",MATCHED
10034848,-37.772566,145.057773,9.7,"Telstra Street Cell",MATCHED
9023289,-33.879794,151.179002,33.8,"Locarno Building Building C",MATCHED
205651,-15.600891,130.45461,59.0,"VHF Site 1 RC System BRADSHAW",MATCHED
19221,-20.15437,148.29627,30.0,"Telstra Radio Terminal 17 km SSE of Bowen MT MARY",MATCHED
205235,-32.467048,150.98098,19.5,"Lemington Road Ravensworth via SINGLETON",MATCHED
10036177,-13.218309,132.816044,10.4,"9 m seesaw",MATCHED
10036190,-27.26801,152.94793,32.1,"Optus Lawnton West-B8034 Protheroe Rd Joyner",MATCHED
16297,-26.173271,151.95943,37.0,"Telstra Radio Terminal MT ENGLAND",MATCHED
10035376,-33.821982,151.006191,32.4,"Parramatta West 26 Marion Street PARRAMATTA",MATCHED
10035568,-33.79341,151.2643,29.9,"Stockland Balgowlah  7-9 Sylvan Avenue BALGOWLAH",MATCHED
55421,-33.861693,151.275316,17.8,"Vodafone Site cnr Clairvaux Rd & Black St VAUCLUSE",MATCHED
10036199,-30.722365,152.649881,21.0,"20 m monopole",MATCHED
10032606,-22.091083,116.224722,40.0,"Comms Trailer",MATCHED
10036201,-37.975278,145.01598,4.9,"Telstra Street Cell",MATCHED
10008025,-28.005275,153.36687,38.6,"Light tower 2 Carrara Stadium 440 Nerang Broadbeach Road CARRARA",MATCHED
10036178,-37.56108,143.81798,15.0,"Telstra COW",MATCHED
10036130,-37.88061,145.0274,9.0,"Telstra Street Cell",MATCHED
10016813,-38.09602,145.85221,31.4,"Doruin North 326 Main Neerim Road DROUIN WEST",MATCHED
10034903,-38.20938,144.35916,31.3,"Marshall South 125-141 Horseshoe Bend Road MARSHALL",MATCHED
9020745,-32.015439,115.92563,14.1,"Optus/VHA Rooftop Site 52-54 Kent Street CANNINGTON",MATCHED
10035350,-32.132004,115.85838,26.3,"Gateway Shopping Centre",MATCHED
10036214,-33.69827,151.107,9.4,"Asquith South SC3 Existing light pole MC20501 in the road reserve adjacent to 69 Bridge Road HORNSBY",MATCHED
10003133,-12.56912,130.91792,8.0,"Telstra Stret Cell 1235 Channel Island Road Wickham",MATCHED
10008440,-15.220619,134.081897,15.7,"Telstra Site 4 Plan 921080 Minyerri Comm Minyerri",MATCHED
19224,-19.993764,148.104401,44.0,"Telstra Radio Terminal SPROLE CASTLE",MATCHED
9001322,-34.399417,149.811665,25.3,"Telstra Taralga Cnr Martyn St and Hillas St TARALGA",MATCHED
29912,-28.729111,122.048349,49.0,"Telstra Radio Terminal Mt McKenzie 35 km SW of LAVERTON",MATCHED
31151,-27.712551,114.171158,36.0,"Telstra Exchange cnr Porter St & Nanda Dve KALBARRI",MATCHED
700403,-41.558513,147.146306,23.5,"Telstra Site Oakmount PERTH",MATCHED
10004246,-36.699599,146.311599,35.0,"469 Bellavista Rd Myrrhee",MATCHED
3285,-33.866625,151.209515,4.0,"9 Castlereagh Street SYDNEY",MATCHED
10032418,-37.833063,144.9723,5.0,"Station Entrance Anzac Underground Station Cnr Domain Rd and Albert Rd Melbourne",MATCHED
10007722,-31.95523,115.86138,4.0,"State Administrative Tribunal 565 Hay Street Perth",MATCHED
10036229,-37.79984,144.9592,4.0,"Metro Tunnel Parkville 163 Barry Street CARLTON",MATCHED
130110,-31.954742,115.857243,4.0,"Aarnet Site Bankwest Tower 108 St Georges Terrace PERTH",MATCHED
10036230,-27.56203,153.08143,4.0,"Garden City Mt Gravatt Westfield Garden City Cnr Kessels and Logan Rds UPPER MOUNT GRAVATT",MATCHED
10036228,-33.87175,151.20977,4.0,"Sheraton on the Park Sheraton on the Park 161 Elizabeth Street SYDNEY",MATCHED
10028793,-33.889423,151.183473,19.2,"Optus IBC RPA Hospital 50 Missenden Road CAMPERDOWN",MATCHED
10036231,-33.9226,151.16535,4.0,"IKEA Tempe IKEA Tempe 726 Princes Highway TEMPE",MATCHED
10007714,-42.83823,147.5048,4.0,"Hobart Airport Strachan st Cambridge",MATCHED
10036232,-27.4431,153.05937,8.5,"Bulimba-6-uC Existing power pole P11114-D in the road reserve Adjacent 15 McConnell Street BULIMBA",MATCHED
10964,-32.016778,146.33546,80.8,"Telstra Radio Terminal Nymagee Mountain Near NYMAGEE",MATCHED
10036225,-37.675573,144.922142,40.8,"40 m Amplitel monopole",MATCHED
134730,-38.173851,144.299824,21.9,"Optus Site Belmont 1 Wandana Dr WANDANA HEIGHTS",MATCHED
36633,-36.560714,146.735071,18.0,"Tower Hill MYRTLEFORD",MATCHED
9027149,-32.58529,115.659074,17.3,"Pylon Signage 651-669 Old Coast Road FALCON WA 6210",MATCHED
15800,-26.85281,152.72789,36.0,"Telstra Radio Terminal BELLTHORPE",MATCHED
9003309,-17.8318,145.60409,11.0,"Dam Wall Kareeya Power Station KOOMBOOLOOMBA",MATCHED
10003092,-21.271018,141.290032,30.0,"SCAX 35 Middleton St McKinlay",MATCHED
15841,-27.315169,152.74777,68.0,"Telstra Radio Terminal The Summit MOUNT GLORIOUS",MATCHED
10036257,-18.98831,125.50956,21.3,"20 m seesaw monopole",MATCHED
10036224,-22.093811,116.21533,39.7,"40 m Lattice Tower Kens Bore NPI",MATCHED
10036244,-16.8007,122.62795,10.1,"10 m monopole",MATCHED
10036235,-13.302994,132.431717,21.4,"20 m seesaw pole",MATCHED
10036258,-20.40301,148.69862,10.5,"9m Seesaw pole",MATCHED
10036269,-37.80099,144.95778,20.0,"Temporary Mast 193-197 Berkeley St (also known as 712-764 Elizabeth Street) MELBOURNE",MATCHED
10036251,-31.78907,115.82698,31.0,"61 Dellamarta Road 61 Dellamarta Road WANGARA",MATCHED
10035792,-37.77573,144.92887,17.0,"484 Mount Alexander Road Mount Alexander Road ASCOT VALE",MATCHED
10034463,-33.870204,151.129504,21.2,"52-54 Great North Road Great North Road FIVE DOCK",MATCHED
300440,-36.76632,144.244345,89.0,"Comms Site Specimen Hill Reservoir BENDIGO",MATCHED
10035570,-33.9659,151.08959,26.0,"Penshurst  2 Bridge Street PENSHURST",MATCHED
10035205,-27.05675,152.90295,34.7,"587-597 Lord Lane Lord Lane Moodlu",MATCHED
9016592,-16.310879,128.247974,60.0,"Telstra RBS Site Great Northern Hwy DURACK",MATCHED
7955,-30.317102,152.858789,48.2,"Telstra Radio Terminal 26 km WSW of Coffs Harbour MT MOOMBIL",MATCHED
10035640,-32.11944,119.77722,25.0,"25 m Amplitel monopole Mount Holland Mine Village",MATCHED
10036288,-37.799887,144.959171,4.5,"DTRS Site SB035 Parkville Station Grattan St Carlton",MATCHED
140987,-30.802761,121.375676,8.0,"Kalgoorlie Lot 300 Halls Rd BINDULI",MATCHED
132131,-31.131918,149.710824,21.5,"Telstra Site Mullaley Wirraway Oxley Hwy MULLALEY",MATCHED
10009761,-31.53139,152.53741,41.7,"Telstra Site 51 Bulli Creek Road Byabarra Port Macquarie-Hastings",MATCHED
32255,-17.99015,124.191752,58.6,"Telstra Site Durack St CAMBALLIN",MATCHED
38563,-24.29338,143.196436,30.0,"Jindalee Rx Site Warbreccan Road STONEHENGE",MATCHED
10036274,-12.799204,132.13145,10.2,"9 m seesaw monopole",MATCHED
10036226,-40.95021,145.62401,40.0,"45 m Amplitel monopole",MATCHED
10036289,-37.809401,144.963557,4.5,"DTRS Site SB036 State Library Station Swanston St Melbourne",MATCHED
140864,-36.787504,149.793257,8.0,"Wolumla 1210 Wanatta Lane WOLUMLA",MATCHED
140920,-43.1162,146.945263,8.0,"Geeveston 479 Harwoods Rd CASTLE FORBES BAY",MATCHED
140893,-30.025705,145.938753,8.0,"Bourke Lot 101 Peter Bryant Drive BOURKE",MATCHED
140986,-32.110222,133.683355,8.0,"Ceduna lot 617 Goode Rd CEDUNA",MATCHED
140988,-26.589408,148.85684,8.0,"Roma 6 Kimbler Rd ROMA",MATCHED
141006,-31.913677,141.541395,8.0,"Lot 1 Barrier Highway NUGEE",MATCHED
140932,-28.78152,114.746929,8.0,"2 Abattoir Rd MOONYOONOOKA",MATCHED
140998,-32.892164,115.914464,8.0,"Waroona Lot 1 South Western Highway WAGERUP",MATCHED
141426,-24.867589,113.704248,8.0,"Carnarvon End of Grau Place (Off Mahony Avenue) CARNARVON",MATCHED
9028033,-37.048147,146.079504,36.0,"Optus Concrete Monopole Lot 1 Walker Street MANSFIELD",MATCHED
10036278,-20.69814,139.49585,31.0,"Mt Isa North 13 Richardson Road RYAN",MATCHED
10019412,-33.699092,150.570034,8.1,"Power Pole  Adjacent to 79-99 Macquarie Road SPRINGWOOD",MATCHED
10036304,-38.40353,142.54045,35.8,"30m Amplitel monopole",MATCHED
133407,-26.137817,151.607414,41.0,"Telstra Proston RT Proston Abbeywood Rd PROSTON",MATCHED
3140,-13.847163,136.434502,42.0,"Telstra Radio Terminal Telecom Hill Alyangula GROOTE EYLANDT",MATCHED
10036309,-40.85572,145.38275,30.0,"30m monopole",MATCHED
14787,-26.656772,150.668983,54.0,"Telstra Radio Terminal 10 km N of CHINCHILLA",MATCHED
3118,-13.982413,136.44127,34.4,"Gemco Mine Repeater Site 16 km South of Alyangula GROOTE EYLANDT",MATCHED
10036306,-37.87099,141.96649,35.0,"35m Amplitel monopole",MATCHED
10036311,-40.89848,145.1289,35.0,"35m Amplitel monopole",MATCHED
10036291,-28.012141,151.241742,20.0,"20 m pole",MATCHED
37790,-34.527076,139.035963,31.0,"Telstra Site 3 Km Southwest Angaston BAROSSA RANGE",MATCHED
10036294,-18.546219,139.87022,10.6,"9 m seesaw pole",MATCHED
20124,-19.985555,140.215139,100.6,"Telstra Radio Terminal SALLY CREEK",MATCHED
10036293,-19.36034,140.0406,10.1,"9 m seesaw pole",MATCHED
10035347,-41.830276,147.867298,40.0,"40m monopole 1498 Royal George Road ROYAL GEORGE",MATCHED
10036287,-12.867574,132.80267,21.4,"20 seesaw pole",MATCHED
10036290,-13.51478,132.46046,21.2,"20 m seesaw pole",MATCHED
10036286,-36.73704,144.50489,55.0,"60 m lattice tower",MATCHED
10036326,-34.22935,142.13846,31.1,"30m Amplitel monopole",MATCHED
20123,-20.722677,140.539187,65.0,"Telstra Radio Terminal Mount Avarice  3.5 km SE of CLONCURRY",MATCHED
10035477,-42.57555,147.01352,35.0,"Amplitel 35 m monopole (Pelham)",MATCHED
142260,-37.819965,144.983446,26.9,"Melbourne Cricket Ground  MELBOURNE",MATCHED
204035,-35.30792,149.190527,5.0,"International Terminal CANBERRA AIRPORT",MATCHED
134683,-41.437336,147.138445,31.7,"Optus Site Launceston CBD 108 Brisbane St LAUNCESTON",MATCHED
32981,-42.77785,147.18749,34.0,"Telstra Radio Terminal MT FAULKNER",MATCHED
24637,-33.104159,138.164858,19.4,"Telstra 20m Tower  Broadcast Australia Site TV Track THE BLUFF",MATCHED
