SITE_ID,LATITUDE,LONGITUDE,SITE_NAME,NOTES
10008417,-32.383355,150.962832,"Liddell and Bayswater Power Stations Off New England Hwy MUSWELLBROOK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008418,-33.934439,151.154974,"28-32 Innesdale Rd Wolli Creek","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008419,-34.035644,151.101295,"David Jones Miranda Shopping Centre Kingsway Miranda","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008420,-33.87448,151.105737,"David Jones Burwood Shopping Centre 100 Burwood Rd Burwood","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008421,-33.777551,151.122824,"David Jones Macquarie Cnetre Cnr Herring and Waterloo Roads Macquarie Park","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008423,-33.730876,151.006753,"David Jones Castle Towers 6-14 Castle St Castle Hill","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008425,-27.48146,152.992629,"52 Sylvan Rd TOOWONG","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008426,-37.836567,145.256376,"2 Hoskin Street Bayswater","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008428,-34.922165,138.603367,"David Jones 100 Rundle Mall Adelaide","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008434,-33.318617,149.094792,"1580 Forest Rd ORANGE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008435,-37.8226,145.0326,"260 Burwood Road Hawthorn","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008437,-33.89673,151.1955,"3 Central Ave EVELEIGH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008438,-27.47366,153.0138,"1 Cordelia St SOUTH BRISBANE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008444,-33.837916,151.028487,"Primewest Megamall 265 Parramatta Road Auburn","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008445,-42.876176,147.335769,"MONA FOMA 01 Toilet Block n/a QUEENS DOMAIN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008446,-42.869643,147.328666,"MONA FOMA 02A Powder Magazine off Carriage Dr QUEENS DOMAIN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008447,-42.863878,147.335329,"MONA FOMA 03 Collegiate Rowing Club off B36 QUEENS DOMAIN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008448,-42.862408,147.319751,"MONA FOMA 04 Ham Radio club n/a QUEENS DOMAIN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008449,-42.855706,147.313236,"MONA FOMA 05  3 Loina St NEW TOWN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008450,-42.854748,147.307981,"MONA FOMA 06  4 Wendover Pl NEW TOWN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008451,-42.846528,147.297456,"MONA FOMA 07  36 Station St MOONAH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008452,-42.839637,147.291888,"MONA FOMA 08 Blackwoods Derwent Park Rd MOONAH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008453,-42.831203,147.275022,"MONA FOMA 09 Transport Museum Anfield St GLENORCHY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008454,-42.827038,147.269242,"MONA FOMA 10  16 Herbert St MONTROSE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008455,-42.820069,147.262373,"MONA FOMA 11  6 Dodson St ROSETTA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008456,-42.814898,147.255013,"MONA FOMA 12  632 Main Rd BERRIEDALE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008457,-42.811789,147.260646,"MONA FOMA 13 MONA Main Rd BERRIEDALE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008463,-37.77301,144.89,"Shop 3548B Highpoint Shopping Centre 120 - 200 Rosamond Rd MARIBYRNONG","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008467,-38.23178,145.12965,"M7912 Moorooduc Eas 1589 Stumpy Gully Road MOOROODUC","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008504,-33.792617,117.514939,"McIntosh RTK transmitter Fairfield Road KATANNING","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008505,-37.764708,144.999869,"520 High Street Northcote","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008507,-35.518481,150.378118,"Willinga Park Forster Dr BAWLEY POINT","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008510,-33.518812,150.949766,"NBN Co 40m monopole 826 Wisemans Ferry Road SOUTH MAROOTA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008512,-31.950831,115.889988,"Optus Stadium  BURSWOOD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008522,-37.8162,145.1817,"Whitehorse Centre 379 Whitehorse Road NUNAWADING","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008524,-33.218351,147.43647,"DGPS Site North Forbes Rd 30km ESE of CONDOBOLIN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008526,-38.311449,143.656196,"Cnr Pyles Rd and Princes Hwy IRREWARRA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008527,-29.230787,115.532501,"Erregulla Farms 2 Switchback Road Mingenew","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008529,-35.236671,148.995346,"CommSol CommSite Ginninderry Cnr Stockdill Drive & Studio Road Macgregor","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008530,-35.239102,149.082715,"CommSol CommSite Cooper Lodge 20 Telita St Bruce","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008531,-31.431427,152.92055,"4 Owen St PORT MACQUARIE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008532,-31.950457,115.857881,"Perth Busport Wellington Street adjacent to Yagan Square Perth","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008533,-27.468889,153.053889,"Brisbane Powerhouse 119 Lamington Street NEW FARM","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008534,-21.046311,118.893738,"GPS Site Pilangoola Mine MARBLE BAR","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008535,-33.76693,151.27174,"9 Powells Road BROOKVALE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008536,-26.382277,149.380075,"Nixon Ch2 Site REEDY CREEK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008548,-31.96052,115.86733,"TC016 Perth Sky Show COW 106 Terrace Road EAST PERTH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008552,-27.240306,153.078669,"1 Grice Street CLONTARF","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008554,-33.85076,150.9097,"Aldi Wetherill Park 1016 The Horsley Dr WETHERILL PARK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008555,-20.271658,148.723224,"33 Port Dve Port of Airlie AIRLIE BEACH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008556,-37.742636,144.906508,"Tower Crane 64-66 Keilor Road Essendon North","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008557,-37.829034,145.020909,"500 Yarra Blvd Burnley","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008558,-37.889382,144.692593,"250 Princes Hwy Werribee","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008562,-37.760457,144.860286,"6A Ridley Avenue Avondale Heights","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008563,-33.833917,151.127139,"Wharf Square 8 Wharf Rd Gladesville","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008564,-33.782361,151.069944,"Epping Park 5-23 Seven St Epping","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008579,-33.94056,151.2381,"Pacific Square 737 ANZAC Pde MAROUBRA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008580,-12.515559,130.916943,"Inpex LNG construction site near Wickham","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008581,-27.4512,153.0329,"Dairy Hall and Sugar Building Gregory Terrace BOWEN HILLS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008582,-37.8228,145.2368,"Aquinas College Great Ryrie Street RINGWOOD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008583,-37.7998,144.9098,"2 Hopkins St FOOTSCRAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008584,-37.81127,144.98412,"Tower Crane 166 Clarendon Street EAST MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008585,-27.449258,153.025969,"Fourth Ave HERSTON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008587,-37.7842,145.1156,"535 Doncaster Road DONCASTER","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008588,-38.327865,143.609452,"Repeater 1 2 Clark St Colac","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008589,-38.327932,143.609998,"Repeater 2 2 Clark St Colac","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008590,-33.884094,151.18071,"Rooftop 22-24 Junction Street FOREST LODGE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008596,-37.950344,145.151675,"Carpark 8 Balmoral Ave Springvale","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008597,-37.956248,145.15353,"Town Hall 397-405 Springvale Rd Springvale","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008599,-38.202534,146.308046,"Landfill Haunted Hills Rd MOE SOUTH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
100086,-34.744712,149.733179,"Cnr Lagoon (Old Hume Highway) & Union St GOULBURN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008600,-37.842197,144.829324,"12-30 Toll Drive Altona North","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008602,-41.678225,147.262792,"24 Powranna Rd POWRANNA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008603,-41.513992,147.296942,"Dalness Dam 970 Blessington Rd WHITE HILLS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008604,-41.287642,146.394739,"145 Dawson Siding Rd LATROBE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008609,-30.579411,121.642605,"GPS Site Yarri Rd 4.7km NE of KANOWNA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008618,-27.91248,153.24492,"NBN Co 50m tower Wongawallan Road via Welches Road Wongawallan","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008619,-33.896071,150.776731,"Yarrandoo R and D Centre 225 Western Road Kemps Creek","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008620,-37.823685,144.852467,"89 Millers Rd Brooklyn","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008621,-37.769165,145.041335,"Tower Crane 103 Upper Heidelberg Rd Ivanhoe","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008623,-27.394139,152.475472,"322 Rocky Gully Road COOMINYA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008625,-27.48176,152.9966,"525 - 527 Coronation Dr TOOWONG","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008626,-33.441831,149.553831,"Riedel Site off Mountain Straight Mount Panorama BATHURST","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008633,-34.03289,151.0508,"121 Linden St SUTHERLAND","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008634,-32.12645,115.7985,"ALDI Yangebup cnr of Beelair Dr and Durnin Ave YANGEBUP","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008640,-34.922917,138.599251,"Crnr of King William St and Hindley St Adelaide","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008641,-33.829398,151.224973,"5 Gerard Street Cremorne","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008645,-37.783776,144.961984,"Carlton Recreation Ground Royal Parade Carlton North","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008650,-37.762632,144.962461,"609-623 Sydney Road BRUNSWICK","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008651,-27.29377,153.0519,"Brighton State School 2 North Rd BRIGHTON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008652,-23.319742,150.502557,"393 McLaughlin St PARKHURST","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008655,-24.84605,152.465715,"Pier Alpha Connect Site 39 Wearing Rd BARGARA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008657,-27.96684,153.414197,"91-99 Scarborough St SOUTHPORT","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008662,-27.66818,152.9206,"IGA Springfield Lakes 31 Springfield Lakes Blvd SPRINGFIELD LAKES","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008664,-31.061483,152.829178,"Cedar Place 54 Cochrane St West Kempsey","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008669,-37.815276,144.968854,"5/161 Collins St Melbourne","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008670,-37.781943,144.864012,"227 Ballarat Rd Braybrook","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008671,-37.907028,145.102917,"235 Huntingdale Road Oakleigh","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008672,-37.813181,144.951298,"311 Spencer Street Melbourne","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008675,-28.676883,122.382366,"YGP1 Mt Weld Road  (6.2km SSW of) LAVERTON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008676,-28.4798,122.802811,"YGP2 Great Central Road  (42km ENE of) LAVERTON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008677,-28.394347,123.283666,"YGP3 Great Central Road  (89km ENE of) LAVERTON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008678,-28.229019,123.60185,"YGP4 Great Central Road  (7.3km NE of) COSMO NEWBERY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008679,-28.05925,123.835791,"YGP5 Great Central Road  (36km NE of) COSMO NEWBERY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008681,-27.9968,153.4271,"18 Cypress Ave Surfers Paradise","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008682,-23.475605,148.150201,"Nominal Planning Site  EMERALD","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008683,-22.579595,148.318477,"Nominal Planning Site  DYSART","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008685,-37.807274,144.96298,"cnr Franklyn and Swanston St MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008688,-27.623639,152.689158,"Hansons Rd AMBERLEY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008689,-32.135008,115.742188,"Radio Determination Test site WOODMAN POINT","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008691,-29.151714,153.302101,"Pacific Hwy 2. km NE of NEW ITALY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008692,-34.926866,138.597592,"Franklin Central Apartments 36 Franklin Street Adelaide","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008695,-34.040648,150.839023,"1 Magnum Place MINTO","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008696,-30.747434,115.533865,"Y036  Cataby","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008697,-32.009132,116.081844,"Pomeroy Rd Lot 300 on Plan 249015 Bickley","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008702,-35.520042,144.986411,"Works Depot Wanderer Street DENILIQUIN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008703,-35.531664,144.9647,"Council Chambers 180 Cressy Street DENILIQUIN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008705,-37.798756,144.748277,"NewCold 1 1027 Christies Road TRUGANINA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008707,-33.58306,150.6379,"NBN Co Site 48 Grose Lane Grose Vale","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008708,-34.021498,151.200769,"230 Captain Cook Drive Kurnell","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008710,-38.013045,145.224291,"95 Greens Road Dandenong","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008711,-38.16718,145.926475,"23 Burke Street Warragul","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008714,-37.8565,144.9853,"35 Wellington Street ST KILDA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008718,-33.70712,151.0981,"117 - 119 Pacific hwy HORNSBY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008722,-37.811115,144.952922,"383 King Street West Melbourne","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008723,-37.995299,145.144153,"855 Springvale Rd Keysborough","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008729,-33.77246,150.9685,"The Langdon development Winston Hills Mall Caroline Chisholm Dr and Langdon Rd WINSTON HILLS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008730,-37.52248,144.58528,"NBN Co Site 117 Woodland Road Gisborne","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008734,-33.895946,151.154458,"31-33 New Canterbury Road PETERSHAM","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008736,-32.160488,115.771698,"Optus Repeater-1 20 Nautical Drive HENDERSON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008737,-32.160919,115.769571,"Optus Repeater-2  20 Nautical Drive HENDERSON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008738,-40.047192,144.0599,"Community Radio Mast Water Tower  2 Blackwood St GRASSY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008739,-33.792433,121.8749,"Six Mile Hill Coolgardie-Esperance Hwy MONJINGUP","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008741,-24.021943,113.460829,"Red Bluff RBS Lot 552 Plan 405553 Gnarlooo Rd 2km NE of Red Bluff at Quobba Station","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008745,-12.660325,141.849444,"Terminal 2 Toots Holzeimer Rd WEIPA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008755,-28.036129,153.434361,"10-16 Alexandra Ave BROADBEACH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008763,-36.848995,145.090427,"470 Mitchellstown Road MITCHELLSTOWN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008767,-27.993811,123.863572,"YGP6 Great Central Rd 42km NE of COSMO NEWBERY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008768,-27.5259,153.0089,"OB Site Queensland Tennis Centre 190 King Arthur Terrace TENNYSON","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008770,-38.2778,144.4535,"OB Site 13th Beach Golf Links 36 Fourteenth Road BARWON HEADS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008775,-34.887653,143.174401,"Monopole 0.5Km South of Haysdale-Kooloonong Rd and Lighthorse Rd Intersection KOOLOONONG","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008776,-35.114547,143.316314,"Monopole 0.66Km East from Cnr Miralie-Gocamba Rd and Pearse Lake Rd MIRALIE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008777,-27.87195,153.3744,"Ancorage Apartments 93 Sheehan Ave HOPE ISLAND","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008778,-27.98119,153.4294,"3531 Main Beach Pde MAIN BEACH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008779,-28.03809,153.4332,"Neo Mermaid Apartments 2583 Gold Coast Hwy BROADBEACH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008780,-28.12186,153.4737,"The Jefferson 60 Jefferson Ln PALM BEACH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008783,-27.239697,153.018758,"2 Little Burke St Northlakes","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008784,-27.473864,153.0136,"TC2 1 Cordelia Street South Brisbane","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008785,-34.49294,150.88923,"53 Kemblawarra Road WARRAWONG","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008787,-33.912924,151.194139,"110 Bourke Rd ALEXANDRIA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008789,-20.7323,116.840964,"Karratha Health Campus 62 Balmoral Road Karratha","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008790,-28.6472,153.6122,"108-110 Jonson Street BYRON BAY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008791,-27.225848,153.088702,"Cinemas 272 Anzac Avenue Kippa-Ring","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008792,-37.622713,143.896995,"2 East Terrace Mount Helen","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008799,-37.815986,144.890629,"Sun Theatre 8 Ballarat Street Yarraville","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008808,-27.4752,153.0258,"Basement IBC 1 William St Brisbane City","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008809,-27.80816,153.22812,"NBN Co Site 420 Upper Ormeau Road Ormeau Hills","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008811,-26.851279,150.801459,"WHSP2 Site Offices Warrego Hwy BRIGALOW","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008815,-34.57832,138.875,"159 Hermann Thumm Dr LYNDOCH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008817,-37.8149,144.964888,"Power Pole 287-297 Little Collins St MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008819,-37.817134,144.953501,"Power Pole 683-685 Bourke St  MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008823,-37.813424,144.9657,"Power Pole NE Cnr Bourke St and Swanston St   MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008825,-37.814261,144.97038,"Power Pole 90 Collins St MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008827,-37.819132,144.961154,"Power Pole 2 Market St  MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008829,-37.820374,144.958047,"Power Pole Outside Melbourne Aquarium - South side of Flinders St MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008835,-37.817552,144.964837,"Power Pole 20 Elizabeth St  MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008838,-37.815144,144.975086,"Power Pole  Treasury Gardens","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008840,-37.813833,144.97189,"Power Pole 52 Collins St  MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008843,-37.814139,144.951765,"Power Pole 273 Spencer St DOCKLANDS","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008845,-37.809112,144.969392,"Power Pole 282 Exhibition St MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008848,-37.817676,144.962072,"Power Pole 50 Queen St MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008853,-37.812228,144.954318,"Power Pole 501 La Trobe St WEST MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008856,-37.813755,144.97402,"Power Pole 51 Spring St  MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008858,-37.81194,144.956663,"Power Pole 318 William St  MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008859,-37.809624,144.963391,"Power Pole 200 La Trobe St  MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008862,-37.813863,144.957192,"Power Pole 223 William St MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008866,-37.817655,144.959385,"Power Pole 447 Collins St MELBOURNE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008872,-37.810415,144.959077,"350 Queen St Melbourne","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008873,-27.533375,151.839644,"FKG Site Office Cnr Witmack Rd AND Vision St WELLCAMP","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008874,-37.753973,144.949717,"350 Moreland Rd Brunswick","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008877,-37.8217,144.9246,"Unit 1","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008879,-38.223906,143.529952,"Rural Ambulance Site Warrion Hill  off Warrion Hill Rd WARRION","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008881,-35.344247,149.214085,"West Queanbeyan Veterinary Hospital 158 Uriarra Road Queanbeyan","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008884,-27.02709,148.81422,"Kincora Tower off Yannagan Rd Oberina","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008890,-32.965091,151.693916,"City Beach Level 2 Charlestown Square 30 Pearson St CHARLESTOWN","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008893,-33.143738,148.191628,"Amateur Digital repeater 11 Molong Rd Parkes","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008894,-27.414766,151.731315,"Orr Rd OAKEY","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008895,-27.836191,117.284536,"Centre of mining tenement Dalgaranga Goldmine DALGARANGA","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008896,-25.259,148.8716,"Santos Site Mt Kinglsey Dam Arcadia Valley","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008901,-32.006908,117.412454,"PAL Site Quairading Airport QUAIRADING 6383","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008902,-27.959722,153.381667,"Gold Coast University Hospital Parklands Dr Southport","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008903,-28.001916,153.429958,"City Beach 13 Cavill Ave SURFERS PARADISE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008904,-28.037179,153.427595,"City Beach Pacific Fair Hooker Blvd BROADBEACH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008905,-27.469738,153.02482,"City Beach 120 Queen St BRISBANE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008906,-31.95267,115.858833,"City Beach 242 Murray St PERTH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008910,-27.99416,153.4301,"The Q 116 Esplanade SURFERS PARADISE","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008915,-31.97173,115.85282,"77-79 South Perth Esplanade SOUTH PERTH","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
10008916,-33.780655,151.12028,"TC1 80 Waterloo Road Macquarie Park","Height data not found in device_details.csv - MANUAL REVIEW REQUIRED"
